generation,best_score,avg_score,diversity
461,1599.7549,751.7081,0.00
462,1599.7549,750.1270,0.00
463,1599.7549,751.9660,0.00
464,1599.7549,753.7971,0.00
465,1599.7549,730.6229,0.00
466,1599.7549,732.4920,0.00
467,1599.7549,731.8859,0.00
468,1599.7549,733.7443,0.00
469,1599.7549,735.5948,0.00
470,1599.7549,737.4373,0.00
471,1599.7549,737.1334,0.00
472,1599.7549,738.9649,0.00
473,1599.7549,740.7886,0.00
474,1599.7549,739.2013,0.00
475,1599.7549,741.0168,0.00
476,1599.7549,742.8247,0.00
477,1599.7549,744.6250,0.00
478,1599.7549,746.4177,0.00
479,1599.7549,746.8414,0.00
480,1599.7549,745.3719,0.00
481,1599.7549,747.1556,0.00
482,1599.7549,746.5342,0.00
483,1599.7549,748.3080,0.00
484,1599.7549,750.0745,0.00
485,1599.7549,751.8337,0.00
486,1599.7549,753.5856,0.00
487,1599.7549,752.9573,0.00
488,1599.7549,730.8339,0.00
489,1599.7549,732.6181,0.00
490,1599.7549,734.3951,0.00
491,1599.7549,733.8136,0.00
492,1599.7549,735.5808,0.00
493,1599.7549,737.3408,0.00
494,1599.7549,739.0937,0.00
495,1599.7549,737.9524,10.77
496,1599.7549,739.6970,10.77
497,1599.7549,741.4344,10.77
498,1599.7549,743.1649,10.77
499,1599.7549,744.8884,10.77
500,1599.7549,746.6050,10.77
501,1599.7549,745.0888,10.77
502,1599.7549,746.7981,10.77
503,1599.7549,725.3494,10.77
504,1599.7549,727.0913,10.77
505,1599.7549,728.8262,10.77
506,1599.7549,728.3670,10.77
507,1599.7549,730.0925,10.77
508,1599.7549,731.8112,10.77
509,1599.7549,733.5231,10.77
510,1599.7549,733.2497,10.77
511,1599.7549,734.9521,10.77
512,1599.7549,736.6477,10.77
513,1599.7549,735.9404,10.77
514,1599.7549,737.6276,10.77
515,1599.7549,739.3081,10.77
516,1599.7549,718.4165,10.77
517,1599.7549,720.1278,10.77
518,1599.7549,721.8325,10.77
519,1599.7549,723.5306,10.77
520,1599.7549,725.2222,10.77
521,1599.7549,704.5589,10.77
521,1599.7549,704.5589,10.77
522,1599.7549,706.2805,10.77
523,1599.7549,707.9954,10.77
524,1599.7549,709.7037,10.77
525,1599.7549,711.4056,10.77
526,1599.7549,713.1009,10.77
527,1599.7549,714.7897,10.77
528,1599.7549,716.4722,10.77
529,1599.7549,715.9666,10.77
530,1599.7549,717.6405,10.77
531,1599.7549,719.3080,10.77
532,1599.7549,720.9692,10.77
533,1599.7549,722.6242,10.77
534,1599.7549,722.8996,82.30
535,1599.7549,723.0013,82.30
536,1599.7549,724.6493,82.30
537,1599.7549,726.2912,82.30
538,1599.7549,727.9269,82.30
539,1599.7549,729.5564,82.30
540,1599.7549,731.1799,82.30
541,1599.7549,732.7974,82.30
542,1599.7549,734.4089,82.30
543,1599.7549,736.0143,82.30
544,1599.7549,735.2891,82.30
545,1599.7549,736.8870,82.30
