generation,best_score,avg_score,diversity
334,2868.7663,-373.5819,72.87
335,2868.7663,-373.4089,72.87
336,2868.7663,-372.6710,72.87
337,2868.7663,-370.2004,72.87
338,2868.7663,-364.6012,72.87
339,2868.7663,-363.9049,72.87
340,2868.7663,-362.8461,72.87
341,2868.7663,-360.1820,72.87
342,2868.7663,-359.5112,72.87
343,2868.7663,-351.9654,72.87
344,2868.7663,-348.7834,72.87
345,2868.7663,-342.5564,72.87
346,2868.7663,-341.9577,72.87
347,2868.7663,-335.2440,72.87
348,2868.7663,-328.6467,72.87
349,2868.7663,-325.8104,72.87
350,2868.7663,-325.7785,72.87
351,2868.7663,-324.9047,72.87
352,2868.7663,-316.0764,72.87
353,2868.7663,-313.7169,72.87
354,2868.7663,-313.7169,72.87
355,2868.7663,-313.3552,72.87
356,2868.7663,-313.0226,72.87
357,2868.7663,-306.9536,72.87
358,2868.7663,-301.2386,72.87
359,2868.7663,-298.9529,72.87
360,2868.7663,-298.6885,72.87
361,2868.7663,-298.6885,72.87
362,2868.7663,-291.3530,72.87
363,2868.7663,-291.1572,72.87
364,2868.7663,-285.8831,72.87
365,2868.7663,-285.5137,72.87
366,2868.7663,-279.5308,72.87
367,2868.7663,-278.3027,72.87
368,2868.7663,-273.0995,72.87
369,2868.7663,-263.6944,72.87
370,2868.7663,-259.8900,72.87
371,2868.7663,-257.0300,72.87
372,2868.7663,-256.4304,72.87
373,2868.7663,-253.4619,72.87
374,2868.7663,-248.6341,72.87
375,2868.7663,-245.1055,72.87
376,2868.7663,-244.1723,72.87
377,2868.7663,-239.4134,72.87
378,2868.7663,-231.9011,72.87
379,2868.7663,-231.3586,72.87
380,2868.7663,-230.9472,72.87
381,2868.7663,-230.4603,72.87
382,2868.7663,-230.0193,72.87
383,2868.7663,-229.8596,72.87
384,2868.7663,-222.8521,72.87
385,2868.7663,-221.5816,72.87
386,2868.7663,-221.4642,72.87
387,2868.7663,-220.3684,72.87
388,2868.7663,-218.8607,72.87
389,2868.7663,-217.9327,72.87
390,2868.7663,-217.8817,72.87
391,2868.7663,-214.4915,72.87
392,2868.7663,-214.0838,72.87
393,2868.7663,-213.7923,72.87
394,2868.7663,-207.2593,72.87
395,2868.7663,-198.8948,72.87
396,2868.7663,-198.8431,72.87
397,2868.7663,-198.6736,72.87
398,2868.7663,-198.2402,72.87
399,2868.7663,-197.3520,72.87
400,2868.7663,-192.9966,72.87
400,2868.7663,-192.9966,72.87
401,2868.7663,-189.9193,72.87
402,2868.7663,-183.9494,72.87
403,2868.7663,-177.3933,72.87
404,2868.7663,-177.1932,72.87
405,2868.7663,-176.8174,72.87
406,2868.7663,-173.8186,72.87
407,2868.7663,-173.4916,72.87
408,2868.7663,-171.3700,72.87
409,2868.7663,-170.1742,72.87
410,2868.7663,-170.2188,72.87
411,2868.7663,-167.6976,72.87
412,2868.7663,-167.4943,72.87
413,2868.7663,-167.2292,72.87
414,2868.7663,-160.8017,72.87
415,2868.7663,-159.7821,72.87
416,2868.7663,-156.6767,72.87
417,2868.7663,-153.4764,72.87
418,2868.7663,-147.9491,72.87
419,2868.7663,-142.8326,72.87
420,2868.7663,-139.0882,72.87
421,2868.7663,-136.7643,72.87
422,2868.7663,-129.0833,72.87
423,2868.7663,-129.8023,72.87
424,2868.7663,-129.6603,72.87
