timestamp,score
1767956861.5568838,-767.4275005221473
1767956874.235177,-223.23375117480742
1767956876.3450816,-754.2924999986597
1767956878.3752599,-753.0225000019378
1767956880.341515,-752.781250017137
1767956882.3631244,-750.8162500233955
1767956884.3695405,-751.6025000272698
1767956886.385336,-753.5225000061102
1767956888.404046,-753.5225000061102
1767956890.4217637,-752.2625000204154
1767956892.4265275,-753.5399999944873
1767956894.443859,-754.7724999929972
1767956896.4617686,-754.0312500040241
1767956898.499069,-752.7987500055142
1767956900.5074856,-753.2462500140078
1767956902.5471938,-752.057500016541
1767956904.535065,-753.5399999944873
1767956906.560427,-753.5225000061102
1767956908.57935,-752.0575000165411
1767956910.6143045,-753.5675000210115
1767956912.6444297,-754.2637499950833
1767956914.665302,-753.0650000098356
1767956916.717215,-751.5862500159449
1767956918.70964,-753.5850000093885
1767956920.737722,-754.0937500073023
1767956922.793663,-754.0312500040241
1767956924.8007922,-751.7337500120707
1767956926.815327,-752.7987500055142
1767956928.8435652,-752.781250017137
1767956930.8592377,-752.5662500144549
1767956932.88496,-753.5225000061102
1767956934.9127183,-752.0575000165411
1767956936.930458,-752.7987500055141
1767956938.9528332,-753.5399999944873
1767956940.9687457,-754.5274999918051
1767956942.98987,-754.0312500040241
1767956945.026081,-753.5225000061102
1767956947.0536115,-751.3337500159449
1767956949.0903094,-754.711250003577
1767956951.1410477,-754.2637499950833
1767956953.138479,-753.307500003428
1767956955.1920288,-750.8337500117726
1767956957.1873686,-755.0337499876327
1767956959.2411573,-754.6224999935932
1767956961.2536497,-751.5575000123687
1767956963.2890937,-752.4750000010438
1767956965.3043046,-752.7987500055141
1767956967.3252034,-756.286249976606
1767956969.3641744,-753.5225000061102
1767956971.3822174,-753.962500002385
1767956973.413038,-751.3337500159449
1767956975.4507003,-756.6887499801823
1767956977.4585452,-751.7737500166901
1767956979.501729,-753.2987500143059
1767956981.5295837,-755.4524999925502
1767956983.5642405,-753.0675000168391
1767956985.6042404,-756.0099999697514
1767956988.597905,-424.19875058069664
1767956991.8369362,-753.9212499935933
1767956994.0839417,-223.23750117123114
1767956996.7100155,-753.9700000146038
1767956999.3803394,-753.5225000061102
1767957002.1357079,-753.6874999931463
1767957005.9642525,-753.0225000019379
1767957008.5065687,-753.5225000061102
1767957011.111731,-751.7612500213094
1767957013.6492224,-754.7562500184782
1767957016.2951524,-223.23500117361533
1767957019.6394699,-958.8050010348877
1767957022.4921565,-753.6162500204154
1767957025.0673804,-753.5225000061102
1767957028.9292123,-565.0537502145769
1767957031.4171288,-752.6050000134118
1767957033.8227718,-753.5850000093885
1767957036.7739062,-754.7737500068553
1767957039.3444521,-753.5675000210115
1767957041.9204357,-753.5225000061102
1767957044.5149667,-751.5400000239916
1767957047.100567,-755.0762500213094
1767957049.6895227,-752.0750000049181
1767957052.273905,-751.4737500233956
1767957054.855771,-752.2987500013418
