generation,best_score,avg_score,diversity
700,1412.2562,245.4894,59.72
701,1412.2562,245.7529,59.72
702,1412.2562,247.4508,59.72
703,1412.2562,249.1439,59.72
704,1412.2562,250.8320,59.72
705,1412.2562,252.5152,59.72
706,1412.2562,254.1936,59.72
707,1412.2562,253.7018,59.72
708,1412.2562,253.2115,59.72
709,1412.2562,254.8815,59.72
710,1412.2562,254.3749,59.72
711,1412.2562,253.8857,69.13
712,1412.2562,253.3979,69.13
713,1412.2562,255.0582,69.13
714,1412.2562,256.7137,69.13
715,1412.2562,256.2239,69.13
716,1412.2562,257.8731,69.13
717,1412.2562,259.5175,69.13
718,1412.2562,261.1572,69.13
719,1412.2562,260.6640,69.13
720,1412.2562,260.1721,69.13
721,1412.2562,260.2090,69.13
722,1412.2562,261.4969,69.13
723,1412.2562,263.1245,69.13
724,1412.2562,264.7476,69.13
725,1412.2562,264.2371,69.13
726,1412.2562,263.7436,69.13
727,1412.2562,263.9722,69.13
728,1412.2562,264.2001,69.13
729,1412.2562,265.8102,69.13
730,1412.2562,265.3174,69.13
731,1412.2562,264.8103,69.13
732,1412.2562,264.3202,69.13
733,1412.2562,263.8315,69.13
734,1412.2562,263.3441,69.13
735,1412.2562,262.8581,69.13
736,1412.2562,264.4544,69.13
737,1412.2562,266.0464,69.13
738,1412.2562,265.5587,69.13
739,1412.2562,265.7809,69.13
740,1412.2562,265.2949,69.13
741,1412.2562,264.8102,69.13
742,1412.2562,266.3907,69.13
743,1412.2562,265.9058,69.13
744,1412.2562,266.1260,69.13
745,1412.2562,265.6429,69.13
746,1412.2562,267.2136,69.13
747,1412.2562,266.7302,69.13
748,1412.2562,268.2952,69.13
749,1412.2562,269.8558,69.13
750,1412.2562,269.3709,69.13
751,1412.2562,269.5843,69.13
752,1412.2562,271.1368,69.13
753,1412.2562,272.6852,69.13
754,1412.2562,272.8932,69.13
755,1412.2562,272.4074,69.13
756,1412.2562,272.6153,69.13
757,1412.2562,272.1312,69.13
758,1412.2562,271.6484,69.13
759,1412.2562,273.1835,69.13
760,1412.2562,272.7006,69.13
761,1412.2562,274.2302,69.13
762,1412.2562,273.7472,69.13
763,1412.2562,275.2713,69.13
764,1412.2562,275.4731,69.13
765,1412.2562,276.9909,69.13
766,1412.2562,278.5046,69.13
767,1412.2562,278.6649,69.13
768,1412.2562,278.8167,69.13
769,1412.2562,278.3320,69.13
770,1412.2562,279.8359,69.13
771,1412.2562,281.3358,69.13
772,1412.2562,281.5275,69.13
773,1412.2562,281.7186,69.13
774,1412.2562,283.2101,69.13
775,1412.2562,284.6977,69.13
776,1412.2562,285.9968,73.05
777,1412.2562,287.4787,73.05
778,1412.2562,287.6610,73.05
779,1412.2562,287.8429,73.05
780,1412.2562,289.3166,73.05
781,1412.2562,290.7864,73.05
782,1412.2562,290.9634,73.05
783,1412.2562,292.4273,73.05
784,1412.2562,293.8873,73.05
785,1412.2562,295.3435,73.05
786,1412.2562,294.8474,73.05
787,1412.2562,294.8106,73.05
788,1412.2562,294.9811,73.05
789,1412.2562,296.4283,73.05
790,1412.2562,297.6061,73.05
791,1412.2562,298.8833,73.05
792,1412.2562,298.3853,73.05
793,1412.2562,299.8244,73.05
794,1412.2562,301.2598,73.05
795,1412.2562,302.6915,73.05
796,1412.2562,304.1195,76.67
