timestamp,score
1767889075.3229702,-1022.6625000986011
1767889104.8323972,310.9124994330077
1767889112.04567,426.23749999106013
1767889120.2593803,426.23749999106013
1767889128.053706,426.23749999106013
1767889135.8051538,426.23749999106013
1767889143.810379,426.23749999106013
1767889151.2150748,426.23749999106013
1767889158.7095366,426.23749999106013
1767889166.251023,426.23749999106013
1767889173.1470845,426.23749999106013
1767889180.9137237,426.23749999106013
1767889189.3421125,426.23749999106013
1767889197.6628842,426.23749999106013
1767889207.3489687,426.23749999106013
1767889214.7508197,426.23749999106013
1767889222.2618368,426.23749999106013
1767889229.9969091,426.23749999106013
1767889237.8301008,426.23749999106013
1767889245.4379451,426.23749999106013
1767889253.221353,426.23749999106013
1767889260.9069886,426.23749999106013
1767889268.459217,426.23749999106013
1767889276.4028432,426.23749999106013
1767889283.8708165,426.23749999106013
1767889291.5831506,426.23749999106013
1767889299.2872877,426.23749999106013
1767889306.9181516,426.23749999106013
1767889314.7115033,426.23749999106013
1767889322.391041,426.23749999106013
1767889330.347955,426.23749999106013
1767889338.0294592,426.23749999106013
1767889345.9932008,426.23749999106013
1767889353.7911232,426.23749999106013
1767889361.7030811,426.23749999106013
1767889369.670037,426.23749999106013
1767889377.7535474,426.23749999106013
1767889385.7112255,426.23749999106013
1767889394.541485,426.23749999106013
1767889402.743163,426.23749999106013
1767889410.6925325,426.23749999106013
1767889418.5351121,426.23749999106013
1767889426.3661625,426.23749999106013
1767889434.2301064,426.23749999106013
1767889442.0770953,426.23749999106013
1767889450.1234639,426.23749999106013
1767889458.3613312,426.23749999106013
1767889466.7262397,426.23749999106013
1767889475.080964,426.23749999106013
1767889484.9586976,426.23749999106013
1767889494.4888647,426.23749999106013
1767889503.4170413,426.23749999106013
1767889513.27978,-86.10625002458693
1767889523.2391398,426.23749999106013
1767889532.737857,-86.10625002458693
1767889545.147531,-86.10625002458693
1767889554.8517103,426.23749999106013
1767889569.3169198,310.9124994330077
1767889579.404979,310.9124994330077
1767889588.2104523,-86.10625002458693
1767889599.5557637,426.23749999106013
1767889607.345065,-86.10625002458693
1767889615.5198758,-86.10625002458693
1767889626.3150907,426.23749999106013
1767889638.9740312,426.23749999106013
1767889648.8926523,426.23749999106013
1767889659.5072272,426.23749999106013
1767889670.0469673,-86.10625002458693
1767889681.327862,426.23749999106013
1767889691.4333348,-86.10625002458693
1767889703.5699275,426.23749999106013
1767889712.9759963,-86.10625002458693
1767889724.301195,426.23749999106013
1767889736.117803,426.23749999106013
1767889748.2047195,426.23749999106013
1767889759.0501807,426.23749999106013
1767889769.3903089,-86.10625002458693
1767889780.60437,426.23749999106013
1767889791.8266916,426.23749999106013
1767889803.7611053,426.23749999106013
1767889815.567263,426.23749999106013
1767889826.9986718,426.23749999106013
1767889839.1790233,426.23749999106013
1767889849.4520607,426.23749999106013
1767889859.5258875,-86.10625002458693
1767889873.4112206,426.23749999106013
1767889887.6871877,426.23749999106013
1767889902.0184138,426.23749999106013
1767889916.2445407,426.23749999106013
1767889930.6722207,426.23749999106013
1767889944.9506876,426.23749999106013
1767889960.365514,310.9124994330077
1767889970.895992,-86.10625002458693
1767889983.0844548,426.23749999106013
1767889993.1766217,426.23749999106013
1767890002.3870666,-86.10625002458693
1767890011.318187,-86.10625002458693
1767890023.6068435,426.23749999106013
1767890037.020067,426.23749999106013
1767890049.8557632,426.23749999106013
1767890062.547643,426.23749999106013
1767890074.5335052,426.23749999106013
1767890086.835667,426.23749999106013
1767890098.7381597,426.23749999106013
1767890112.057685,426.23749999106013
1767890122.451844,-86.10625002458693
1767890135.0186625,426.23749999106013
1767890144.5346115,-86.10625002458693
1767890155.9028986,-86.10625002458693
1767890167.1244154,-86.10625002458693
1767890177.6553886,-86.10625002458693
1767890191.2620015,426.23749999106013
1767890204.1375747,426.23749999106013
1767890217.3200994,-86.10625002458693
1767890228.3794482,-86.10625002458693
1767890239.5469906,-86.10625002458693
1767890252.4456809,-86.10625002458693
1767890264.0929546,-86.10625002458693
1767890274.486925,-86.10625002458693
1767890287.0224657,426.23749999106013
1767890298.2873237,-86.10625002458693
1767890314.3038306,310.9124994330077
1767890324.0440986,-86.10625002458693
1767890334.8374403,-86.10625002458693
1767890346.6930528,-86.10625002458693
1767890357.1942725,-86.10625002458693
1767890367.678641,-86.10625002458693
1767890380.62049,-86.10625002458693
1767890392.1913202,-86.10625002458693
1767890404.6420531,426.23749999106013
1767890414.4441116,-86.10625002458693
1767890427.53306,426.23749999106013
1767890440.285235,-86.10625002458693
1767890457.437618,310.9124994330077
1767890466.6509547,-86.10625002458693
1767890476.0373323,-86.10625002458693
1767890485.3926055,-86.10625002458693
1767890495.066231,-86.10625002458693
1767890505.4940412,-86.10625002458693
1767890514.6673703,-86.10625002458693
1767890525.6056032,-86.10625002458693
1767890536.4718053,-86.10625002458693
1767890550.4624896,-86.10625002458693
1767890562.8614287,-183.32499984428304
1767890575.0477178,-86.10625002458693
1767890585.0665362,-86.10625002458693
1767890600.3824456,-86.10625002458693
1767890611.7749722,-86.10625002458693
1767890624.3155396,-86.10625002458693
